area,ethnicity,age_group,sex,value
Auckland,European/Other Ethnicity,35-39,M,54
Auckland,European/Other Ethnicity,35-39,F,39
Auckland,Maori/Pacific Peoples,35-39,M,186
Auckland,Maori/Pacific Peoples,35-39,F,237
Auckland,Maori/Asian,35-39,M,33
Auckland,Maori/Asian,35-39,F,39
Auckland,Maori/MELAA,35-39,M,3
Auckland,Maori/Other Ethnicity,35-39,M,6
Auckland,Maori/Other Ethnicity,35-39,F,3
Auckland,Pacific Peoples/Asian,35-39,M,93
Auckland,Pacific Peoples/Asian,35-39,F,120
Auckland,Pacific Peoples/MELAA,35-39,F,3
Auckland,Pacific Peoples/Other Ethnicity,35-39,M,12
Auckland,Pacific Peoples/Other Ethnicity,35-39,F,6
Auckland,Asian/MELAA,35-39,M,6
Auckland,Asian/MELAA,35-39,F,6
Auckland,Asian/Other Ethnicity,35-39,M,9
Auckland,Asian/Other Ethnicity,35-39,F,15
Auckland,European/Maori/Pacific Peoples,35-39,M,114
Auckland,European/Maori/Pacific Peoples,35-39,F,159
Auckland,European/Maori/Asian,35-39,M,42
Auckland,European/Maori/Asian,35-39,F,54
Auckland,European/Maori/MELAA,35-39,M,9
Auckland,European/Maori/MELAA,35-39,F,6
Auckland,European/Maori/Other Ethnicity,35-39,M,6
Auckland,European/Maori/Other Ethnicity,35-39,F,6
Auckland,Pacific Peoples/European/Asian,35-39,M,24
Auckland,Pacific Peoples/European/Asian,35-39,F,36
Auckland,Pacific Peoples/European/MELAA,35-39,M,3
Auckland,Pacific Peoples/European/Other Ethnicity,35-39,M,3
Auckland,Asian/European/Other Ethnicity,35-39,F,3
Auckland,Maori/Pacific Peoples/Asian,35-39,M,6
Auckland,Maori/Pacific Peoples/Asian,35-39,F,6
Auckland,Four ethnic groups,35-39,M,12
Auckland,Four ethnic groups,35-39,F,15
Auckland,Five ethnic groups,35-39,M,3
Auckland,Not Elsewhere Included,35-39,M,2904
Auckland,Not Elsewhere Included,35-39,F,2664
Waikato,European,35-39,M,6882
Waikato,European,35-39,F,7710
Waikato,Maori,35-39,M,1272
Waikato,Maori,35-39,F,1383
Waikato,Pacific Peoples,35-39,M,267
Waikato,Pacific Peoples,35-39,F,222
Waikato,Asian,35-39,M,927
Waikato,Asian,35-39,F,1026
Waikato,MELAA,35-39,M,108
Waikato,MELAA,35-39,F,126
Waikato,Other,35-39,M,264
Waikato,Other,35-39,F,156
Waikato,European/Maori,35-39,M,825
Waikato,European/Maori,35-39,F,1164
Waikato,European/Pacific Peoples,35-39,M,72
Waikato,European/Pacific Peoples,35-39,F,84
Waikato,European/Asian,35-39,M,18
Waikato,European/Asian,35-39,F,36
Waikato,European/MELAA,35-39,M,6
Waikato,European/MELAA,35-39,F,6
Waikato,European/Other Ethnicity,35-39,M,30
Waikato,European/Other Ethnicity,35-39,F,12
Waikato,Maori/Pacific Peoples,35-39,M,57
Waikato,Maori/Pacific Peoples,35-39,F,51
Waikato,Maori/Asian,35-39,M,6
Waikato,Maori/Asian,35-39,F,3
Waikato,Maori/Other Ethnicity,35-39,F,3
Waikato,Pacific Peoples/Asian,35-39,M,9
Waikato,Pacific Peoples/Asian,35-39,F,6
Waikato,Pacific Peoples/Other Ethnicity,35-39,F,3
Waikato,Asian/Other Ethnicity,35-39,F,3
Waikato,European/Maori/Pacific Peoples,35-39,M,27
Waikato,European/Maori/Pacific Peoples,35-39,F,36
Waikato,European/Maori/Asian,35-39,M,12
Waikato,European/Maori/Asian,35-39,F,15
Waikato,European/Maori/MELAA,35-39,F,3
Waikato,European/Maori/Other Ethnicity,35-39,M,3
Waikato,European/Maori/Other Ethnicity,35-39,F,6
Waikato,Pacific Peoples/European/Asian,35-39,F,3
Waikato,Four ethnic groups,35-39,M,6
Waikato,Four ethnic groups,35-39,F,3
Waikato,Five ethnic groups,35-39,M,3
Waikato,Not Elsewhere Included,35-39,M,708
Waikato,Not Elsewhere Included,35-39,F,630
Bay of Plenty,European,35-39,M,4038
Bay of Plenty,European,35-39,F,4698
Bay of Plenty,Maori,35-39,M,1125
Bay of Plenty,Maori,35-39,F,1347
Bay of Plenty,Pacific Peoples,35-39,M,120
Bay of Plenty,Pacific Peoples,35-39,F,93
Bay of Plenty,Asian,35-39,M,432
Bay of Plenty,Asian,35-39,F,555
Bay of Plenty,MELAA,35-39,M,57
Bay of Plenty,MELAA,35-39,F,63
Bay of Plenty,Other,35-39,M,135
Bay of Plenty,Other,35-39,F,111
Bay of Plenty,European/Maori,35-39,M,654
Bay of Plenty,European/Maori,35-39,F,882
Bay of Plenty,European/Pacific Peoples,35-39,M,33
Bay of Plenty,European/Pacific Peoples,35-39,F,57
Bay of Plenty,European/Asian,35-39,M,9
Bay of Plenty,European/Asian,35-39,F,15
Bay of Plenty,European/MELAA,35-39,M,6
Bay of Plenty,European/MELAA,35-39,F,3
Bay of Plenty,European/Other Ethnicity,35-39,M,9
Bay of Plenty,European/Other Ethnicity,35-39,F,6
Bay of Plenty,Maori/Pacific Peoples,35-39,M,27
Bay of Plenty,Maori/Pacific Peoples,35-39,F,33
Bay of Plenty,Maori/Asian,35-39,M,12
Bay of Plenty,Maori/Asian,35-39,F,6
Bay of Plenty,Maori/MELAA,35-39,M,3
Bay of Plenty,Maori/Other Ethnicity,35-39,M,3
Bay of Plenty,Maori/Other Ethnicity,35-39,F,3
Bay of Plenty,Pacific Peoples/Asian,35-39,F,3
Bay of Plenty,European/Maori/Pacific Peoples,35-39,M,21
Bay of Plenty,European/Maori/Pacific Peoples,35-39,F,24
Bay of Plenty,European/Maori/Asian,35-39,M,6
Bay of Plenty,European/Maori/Asian,35-39,F,9
Bay of Plenty,European/Maori/Other Ethnicity,35-39,M,6
Bay of Plenty,European/Maori/Other Ethnicity,35-39,F,6
Bay of Plenty,Four ethnic groups,35-39,M,6
Bay of Plenty,Four ethnic groups,35-39,F,3
Bay of Plenty,Not Elsewhere Included,35-39,M,525
Bay of Plenty,Not Elsewhere Included,35-39,F,501
Gisborne,European,35-39,M,513
Gisborne,European,35-39,F,531
Gisborne,Maori,35-39,M,357
Gisborne,Maori,35-39,F,402
Gisborne,Pacific Peoples,35-39,M,30
Gisborne,Pacific Peoples,35-39,F,18
Gisborne,Asian,35-39,M,33
Gisborne,Asian,35-39,F,51
Gisborne,MELAA,35-39,M,3
Gisborne,MELAA,35-39,F,3
Gisborne,Other,35-39,M,15
Gisborne,Other,35-39,F,12
Gisborne,European/Maori,35-39,M,132
Gisborne,European/Maori,35-39,F,177
Gisborne,European/Pacific Peoples,35-39,M,3
Gisborne,European/Pacific Peoples,35-39,F,9
Gisborne,European/MELAA,35-39,M,3
Gisborne,Maori/Pacific Peoples,35-39,M,9
Gisborne,Maori/Pacific Peoples,35-39,F,3
Gisborne,Maori/MELAA,35-39,M,3
Gisborne,European/Maori/Pacific Peoples,35-39,M,3
Gisborne,European/Maori/Pacific Peoples,35-39,F,3
Gisborne,European/Maori/Other Ethnicity,35-39,M,3
Gisborne,European/Maori/Other Ethnicity,35-39,F,3
Gisborne,Maori/Pacific Peoples/Asian,35-39,F,3
Gisborne,Four ethnic groups,35-39,M,3
Gisborne,Not Elsewhere Included,35-39,M,90
Gisborne,Not Elsewhere Included,35-39,F,99
Hawke's Bay,European,35-39,M,2448
Hawke's Bay,European,35-39,F,2907
Hawke's Bay,Maori,35-39,M,549
Hawke's Bay,Maori,35-39,F,639
Hawke's Bay,Pacific Peoples,35-39,M,159
Hawke's Bay,Pacific Peoples,35-39,F,111
Hawke's Bay,Asian,35-39,M,147
Hawke's Bay,Asian,35-39,F,189
Hawke's Bay,MELAA,35-39,M,30
Hawke's Bay,MELAA,35-39,F,24
Hawke's Bay,Other,35-39,M,96
Hawke's Bay,Other,35-39,F,54
Hawke's Bay,European/Maori,35-39,M,282
Hawke's Bay,European/Maori,35-39,F,450
Hawke's Bay,European/Pacific Peoples,35-39,M,18
Hawke's Bay,European/Pacific Peoples,35-39,F,24
Hawke's Bay,European/Asian,35-39,M,3
Hawke's Bay,European/Asian,35-39,F,9
Hawke's Bay,European/MELAA,35-39,M,3
Hawke's Bay,European/MELAA,35-39,F,3
Hawke's Bay,European/Other Ethnicity,35-39,M,9
Hawke's Bay,European/Other Ethnicity,35-39,F,3
Hawke's Bay,Maori/Pacific Peoples,35-39,M,21
Hawke's Bay,Maori/Pacific Peoples,35-39,F,15
Hawke's Bay,Maori/Asian,35-39,F,6
Hawke's Bay,Maori/Other Ethnicity,35-39,F,3
Hawke's Bay,Pacific Peoples/Asian,35-39,M,3
Hawke's Bay,Pacific Peoples/Asian,35-39,F,3
Hawke's Bay,MELAA/Other Ethnicity,35-39,F,3
Hawke's Bay,European/Maori/Pacific Peoples,35-39,M,9
Hawke's Bay,European/Maori/Pacific Peoples,35-39,F,15
Hawke's Bay,European/Maori/Asian,35-39,M,3
Hawke's Bay,European/Maori/Asian,35-39,F,3
Hawke's Bay,European/Maori/MELAA,35-39,M,3
Hawke's Bay,European/Maori/Other Ethnicity,35-39,M,3
Hawke's Bay,European/Maori/Other Ethnicity,35-39,F,3
Hawke's Bay,Not Elsewhere Included,35-39,M,279
Hawke's Bay,Not Elsewhere Included,35-39,F,270
Taranaki,European,35-39,M,2175
Taranaki,European,35-39,F,2547
Taranaki,Maori,35-39,M,246
Taranaki,Maori,35-39,F,252
Taranaki,Pacific Peoples,35-39,M,42
Taranaki,Pacific Peoples,35-39,F,27
Taranaki,Asian,35-39,M,126
Taranaki,Asian,35-39,F,147
Taranaki,MELAA,35-39,M,30
Taranaki,MELAA,35-39,F,30
Taranaki,Other,35-39,M,72
Taranaki,Other,35-39,F,51
Taranaki,European/Maori,35-39,M,264
Taranaki,European/Maori,35-39,F,309
Taranaki,European/Pacific Peoples,35-39,M,9
Taranaki,European/Pacific Peoples,35-39,F,18
Taranaki,European/Asian,35-39,M,3
Taranaki,European/Asian,35-39,F,6
Taranaki,European/MELAA,35-39,M,3
Taranaki,European/MELAA,35-39,F,3
Taranaki,European/Other Ethnicity,35-39,M,12
Taranaki,European/Other Ethnicity,35-39,F,6
Taranaki,Maori/Pacific Peoples,35-39,M,6
Taranaki,Maori/Pacific Peoples,35-39,F,6
Taranaki,Maori/Other Ethnicity,35-39,M,3
Taranaki,Maori/Other Ethnicity,35-39,F,3
Taranaki,Pacific Peoples/Asian,35-39,F,3
Taranaki,European/Maori/Pacific Peoples,35-39,M,3
Taranaki,European/Maori/Pacific Peoples,35-39,F,3
Taranaki,European/Maori/Asian,35-39,M,3
Taranaki,European/Maori/Asian,35-39,F,3
Taranaki,European/Maori/Other Ethnicity,35-39,M,3
Taranaki,Four ethnic groups,35-39,F,3
Taranaki,Not Elsewhere Included,35-39,M,159
Taranaki,Not Elsewhere Included,35-39,F,165
Manawatu-Wanganui,European,35-39,M,3648
Manawatu-Wanganui,European,35-39,F,4116
Manawatu-Wanganui,Maori,35-39,M,594
Manawatu-Wanganui,Maori,35-39,F,612
Manawatu-Wanganui,Pacific Peoples,35-39,M,141
Manawatu-Wanganui,Pacific Peoples,35-39,F,111
Manawatu-Wanganui,Asian,35-39,M,318
Manawatu-Wanganui,Asian,35-39,F,417
Manawatu-Wanganui,MELAA,35-39,M,51
Manawatu-Wanganui,MELAA,35-39,F,48
Manawatu-Wanganui,Other,35-39,M,162
Manawatu-Wanganui,Other,35-39,F,126
Manawatu-Wanganui,European/Maori,35-39,M,447
Manawatu-Wanganui,European/Maori,35-39,F,687
Manawatu-Wanganui,European/Pacific Peoples,35-39,M,27
Manawatu-Wanganui,European/Pacific Peoples,35-39,F,30
Manawatu-Wanganui,European/Asian,35-39,M,12
Manawatu-Wanganui,European/Asian,35-39,F,15
Manawatu-Wanganui,European/MELAA,35-39,F,6
Manawatu-Wanganui,European/Other Ethnicity,35-39,M,18
Manawatu-Wanganui,European/Other Ethnicity,35-39,F,9
Manawatu-Wanganui,Maori/Pacific Peoples,35-39,M,12
Manawatu-Wanganui,Maori/Pacific Peoples,35-39,F,18
Manawatu-Wanganui,Maori/Asian,35-39,M,3
Manawatu-Wanganui,Maori/Asian,35-39,F,6
Manawatu-Wanganui,Maori/Other Ethnicity,35-39,F,3
Manawatu-Wanganui,Pacific Peoples/Asian,35-39,M,3
Manawatu-Wanganui,Asian/Other Ethnicity,35-39,M,3
Manawatu-Wanganui,European/Maori/Pacific Peoples,35-39,M,12
Manawatu-Wanganui,European/Maori/Pacific Peoples,35-39,F,21
Manawatu-Wanganui,European/Maori/Asian,35-39,M,12
Manawatu-Wanganui,European/Maori/Asian,35-39,F,9
Manawatu-Wanganui,European/Maori/Other Ethnicity,35-39,M,3
Manawatu-Wanganui,European/Maori/Other Ethnicity,35-39,F,3
Manawatu-Wanganui,European/MELAA/Other Ethnicity,35-39,M,3
Manawatu-Wanganui,European/MELAA/Other Ethnicity,35-39,F,3
Manawatu-Wanganui,Pacific Peoples/European/Asian,35-39,F,3
Manawatu-Wanganui,Four ethnic groups,35-39,M,3
Manawatu-Wanganui,Not Elsewhere Included,35-39,M,348
Manawatu-Wanganui,Not Elsewhere Included,35-39,F,300
Wellington,European,35-39,M,9543
Wellington,European,35-39,F,10413
Wellington,Maori,35-39,M,753
Wellington,Maori,35-39,F,828
Wellington,Pacific Peoples,35-39,M,789
Wellington,Pacific Peoples,35-39,F,855
Wellington,Asian,35-39,M,1572
Wellington,Asian,35-39,F,1926
Wellington,MELAA,35-39,M,273
Wellington,MELAA,35-39,F,276
Wellington,Other,35-39,M,309
Wellington,Other,35-39,F,201
Wellington,European/Maori,35-39,M,837
Wellington,European/Maori,35-39,F,1077
Wellington,European/Pacific Peoples,35-39,M,162
Wellington,European/Pacific Peoples,35-39,F,195
Wellington,European/Asian,35-39,M,54
Wellington,European/Asian,35-39,F,72
Wellington,European/MELAA,35-39,M,24
Wellington,European/MELAA,35-39,F,24
Wellington,European/Other Ethnicity,35-39,M,27
Wellington,European/Other Ethnicity,35-39,F,15
Wellington,Maori/Pacific Peoples,35-39,M,54
Wellington,Maori/Pacific Peoples,35-39,F,66
Wellington,Maori/Asian,35-39,M,15
Wellington,Maori/Asian,35-39,F,9
Wellington,Maori/MELAA,35-39,F,3
Wellington,Maori/Other Ethnicity,35-39,M,3
Wellington,Maori/Other Ethnicity,35-39,F,9
Wellington,Pacific Peoples/Asian,35-39,M,21
Wellington,Pacific Peoples/Asian,35-39,F,21
Wellington,Pacific Peoples/Other Ethnicity,35-39,M,6
Wellington,Asian/MELAA,35-39,M,3
Wellington,Asian/Other Ethnicity,35-39,M,9
Wellington,Asian/Other Ethnicity,35-39,F,12
Wellington,MELAA/Other Ethnicity,35-39,F,3
Wellington,European/Maori/Pacific Peoples,35-39,M,51
Wellington,European/Maori/Pacific Peoples,35-39,F,45
Wellington,European/Maori/Asian,35-39,M,6
Wellington,European/Maori/Asian,35-39,F,18
Wellington,European/Maori/MELAA,35-39,F,3
Wellington,European/Maori/Other Ethnicity,35-39,M,6
Wellington,European/Maori/Other Ethnicity,35-39,F,6
Wellington,Pacific Peoples/European/Asian,35-39,M,9
Wellington,Pacific Peoples/European/Asian,35-39,F,12
Wellington,Asian/European/Other Ethnicity,35-39,M,3
Wellington,Asian/European/Other Ethnicity,35-39,F,3
Wellington,Maori/Pacific Peoples/Asian,35-39,F,3
Wellington,Asian/Pacific Peoples/Other Ethnicity,35-39,M,3
Wellington,Four ethnic groups,35-39,M,3
Wellington,Not Elsewhere Included,35-39,M,780
Wellington,Not Elsewhere Included,35-39,F,780
Tasman,European,35-39,M,1017
Tasman,European,35-39,F,1173
Tasman,Maori,35-39,M,33
Tasman,Maori,35-39,F,39
Tasman,Pacific Peoples,35-39,M,12
Tasman,Pacific Peoples,35-39,F,3
Tasman,Asian,35-39,M,18
Tasman,Asian,35-39,F,48
Tasman,MELAA,35-39,M,6
Tasman,MELAA,35-39,F,3
Tasman,Other,35-39,M,39
Tasman,Other,35-39,F,30
Tasman,European/Maori,35-39,M,60
Tasman,European/Maori,35-39,F,66
Tasman,European/Pacific Peoples,35-39,M,6
Tasman,European/Pacific Peoples,35-39,F,3
Tasman,European/Asian,35-39,F,3
Tasman,European/Other Ethnicity,35-39,M,3
Tasman,Maori/Pacific Peoples,35-39,F,3
Tasman,Maori/Asian,35-39,F,3
Tasman,Not Elsewhere Included,35-39,M,66
Tasman,Not Elsewhere Included,35-39,F,39
Nelson,European,35-39,M,972
Nelson,European,35-39,F,1173
Nelson,Maori,35-39,M,51
Nelson,Maori,35-39,F,54
Nelson,Pacific Peoples,35-39,M,27
Nelson,Pacific Peoples,35-39,F,12
Nelson,Asian,35-39,M,60
Nelson,Asian,35-39,F,96
Nelson,MELAA,35-39,M,9
Nelson,MELAA,35-39,F,6
Nelson,Other,35-39,M,30
Nelson,Other,35-39,F,21
Nelson,European/Maori,35-39,M,60
Nelson,European/Maori,35-39,F,96
Nelson,European/Pacific Peoples,35-39,M,6
Nelson,European/Pacific Peoples,35-39,F,6
Nelson,European/Asian,35-39,F,3
Nelson,European/MELAA,35-39,F,3
Nelson,European/Other Ethnicity,35-39,M,3
Nelson,Maori/Pacific Peoples,35-39,M,3
Nelson,Maori/Asian,35-39,F,3
Nelson,Maori/Other Ethnicity,35-39,M,3
Nelson,European/Maori/Pacific Peoples,35-39,F,3
Nelson,European/Maori/Asian,35-39,M,3
Nelson,European/Maori/Other Ethnicity,35-39,M,3
Nelson,Not Elsewhere Included,35-39,M,69
Nelson,Not Elsewhere Included,35-39,F,69
Marlborough,European,35-39,M,879
Marlborough,European,35-39,F,993
Marlborough,Maori,35-39,M,57
Marlborough,Maori,35-39,F,45
Marlborough,Pacific Peoples,35-39,M,33
Marlborough,Pacific Peoples,35-39,F,18
Marlborough,Asian,35-39,M,48
Marlborough,Asian,35-39,F,51
Marlborough,MELAA,35-39,M,9
Marlborough,MELAA,35-39,F,15
Marlborough,Other,35-39,M,39
Marlborough,Other,35-39,F,21
Marlborough,European/Maori,35-39,M,75
Marlborough,European/Maori,35-39,F,84
Marlborough,European/Pacific Peoples,35-39,F,6
Marlborough,European/Asian,35-39,M,3
Marlborough,European/Asian,35-39,F,3
Marlborough,European/Other Ethnicity,35-39,M,3
Marlborough,Maori/Pacific Peoples,35-39,F,3
Marlborough,European/Maori/Pacific Peoples,35-39,F,3
Marlborough,European/Maori/Other Ethnicity,35-39,M,3
Marlborough,European/Maori/Other Ethnicity,35-39,F,3
Marlborough,Not Elsewhere Included,35-39,M,42
Marlborough,Not Elsewhere Included,35-39,F,51
West Coast,European,35-39,M,669
West Coast,European,35-39,F,732
West Coast,Maori,35-39,M,30
West Coast,Maori,35-39,F,24
West Coast,Pacific Peoples,35-39,M,6
West Coast,Pacific Peoples,35-39,F,6
West Coast,Asian,35-39,M,24
West Coast,Asian,35-39,F,45
West Coast,MELAA,35-39,M,6
West Coast,MELAA,35-39,F,3
West Coast,Other,35-39,M,30
West Coast,Other,35-39,F,24
West Coast,European/Maori,35-39,M,48
West Coast,European/Maori,35-39,F,81
West Coast,European/Pacific Peoples,35-39,F,3
West Coast,European/Other Ethnicity,35-39,F,3
West Coast,European/Maori/Other Ethnicity,35-39,F,3
West Coast,Not Elsewhere Included,35-39,M,63
West Coast,Not Elsewhere Included,35-39,F,63
Canterbury,European,35-39,M,11904
Canterbury,European,35-39,F,13074
Canterbury,Maori,35-39,M,513
Canterbury,Maori,35-39,F,426
Canterbury,Pacific Peoples,35-39,M,303
Canterbury,Pacific Peoples,35-39,F,246
Canterbury,Asian,35-39,M,1272
Canterbury,Asian,35-39,F,1575
Canterbury,MELAA,35-39,M,198
Canterbury,MELAA,35-39,F,177
Canterbury,Other,35-39,M,459
Canterbury,Other,35-39,F,258
Canterbury,European/Maori,35-39,M,654
Canterbury,European/Maori,35-39,F,822
Canterbury,European/Pacific Peoples,35-39,M,81
Canterbury,European/Pacific Peoples,35-39,F,81
Canterbury,European/Asian,35-39,M,42
Canterbury,European/Asian,35-39,F,39
Canterbury,European/MELAA,35-39,M,9
Canterbury,European/MELAA,35-39,F,21
Canterbury,European/Other Ethnicity,35-39,M,33
Canterbury,European/Other Ethnicity,35-39,F,18
Canterbury,Maori/Pacific Peoples,35-39,M,15
Canterbury,Maori/Pacific Peoples,35-39,F,12
Canterbury,Maori/Asian,35-39,M,3
Canterbury,Maori/Asian,35-39,F,3
Canterbury,Maori/Other Ethnicity,35-39,M,3
Canterbury,Maori/Other Ethnicity,35-39,F,3
Canterbury,Pacific Peoples/Asian,35-39,M,3
Canterbury,Pacific Peoples/Asian,35-39,F,3
Canterbury,Pacific Peoples/Other Ethnicity,35-39,F,3
Canterbury,Asian/MELAA,35-39,M,3
Canterbury,Asian/MELAA,35-39,F,3
Canterbury,Asian/Other Ethnicity,35-39,M,3
Canterbury,Asian/Other Ethnicity,35-39,F,3
Canterbury,European/Maori/Pacific Peoples,35-39,M,15
Canterbury,European/Maori/Pacific Peoples,35-39,F,12
Canterbury,European/Maori/Asian,35-39,M,6
Canterbury,European/Maori/Asian,35-39,F,6
Canterbury,European/Maori/MELAA,35-39,F,6
Canterbury,European/Maori/Other Ethnicity,35-39,M,9
Canterbury,European/Maori/Other Ethnicity,35-39,F,6
Canterbury,Pacific Peoples/European/Asian,35-39,M,3
Canterbury,Pacific Peoples/European/Asian,35-39,F,6
Canterbury,Asian/European/Other Ethnicity,35-39,F,3
Canterbury,Four ethnic groups,35-39,M,3
Canterbury,Four ethnic groups,35-39,F,3
Canterbury,Not Elsewhere Included,35-39,M,807
Canterbury,Not Elsewhere Included,35-39,F,705
Otago,European,35-39,M,4380
Otago,European,35-39,F,4962
Otago,Maori,35-39,M,135
Otago,Maori,35-39,F,117
Otago,Pacific Peoples,35-39,M,81
Otago,Pacific Peoples,35-39,F,57
Otago,Asian,35-39,M,276
Otago,Asian,35-39,F,345
Otago,MELAA,35-39,M,90
Otago,MELAA,35-39,F,93
Otago,Other,35-39,M,180
Otago,Other,35-39,F,99
Otago,European/Maori,35-39,M,234
Otago,European/Maori,35-39,F,282
Otago,European/Pacific Peoples,35-39,M,18
Otago,European/Pacific Peoples,35-39,F,30
Otago,European/Asian,35-39,M,12
Otago,European/Asian,35-39,F,12
Otago,European/MELAA,35-39,M,3
Otago,European/MELAA,35-39,F,3
Otago,European/Other Ethnicity,35-39,M,9
Otago,European/Other Ethnicity,35-39,F,9
Otago,Maori/Pacific Peoples,35-39,M,6
Otago,Maori/Asian,35-39,M,3
Otago,Maori/Other Ethnicity,35-39,M,3
Otago,Maori/Other Ethnicity,35-39,F,3
Otago,Pacific Peoples/Asian,35-39,F,3
Otago,European/Maori/Pacific Peoples,35-39,M,6
Otago,European/Maori/Pacific Peoples,35-39,F,9
Otago,European/Maori/Asian,35-39,M,3
Otago,European/Maori/Asian,35-39,F,6
Otago,European/Maori/Other Ethnicity,35-39,F,3
Otago,Pacific Peoples/European/Asian,35-39,F,3
Otago,Asian/European/Other Ethnicity,35-39,F,3
Otago,Not Elsewhere Included,35-39,M,333
Otago,Not Elsewhere Included,35-39,F,294
Southland,European,35-39,M,2064
Southland,European,35-39,F,2193
Southland,Maori,35-39,M,141
Southland,Maori,35-39,F,108
Southland,Pacific Peoples,35-39,M,33
Southland,Pacific Peoples,35-39,F,33
Southland,Asian,35-39,M,171
Southland,Asian,35-39,F,126
Southland,MELAA,35-39,M,21
Southland,MELAA,35-39,F,24
Southland,Other,35-39,M,84
Southland,Other,35-39,F,51
Southland,European/Maori,35-39,M,156
Southland,European/Maori,35-39,F,249
Southland,European/Pacific Peoples,35-39,M,15
Southland,European/Pacific Peoples,35-39,F,21
Southland,European/Asian,35-39,M,9
Southland,European/MELAA,35-39,M,3
Southland,European/MELAA,35-39,F,3
Southland,European/Other Ethnicity,35-39,M,6
Southland,European/Other Ethnicity,35-39,F,9
Southland,Maori/Pacific Peoples,35-39,M,3
Southland,Maori/Pacific Peoples,35-39,F,3
Southland,Maori/Other Ethnicity,35-39,M,3
Southland,Pacific Peoples/Asian,35-39,M,3
Southland,European/Maori/Pacific Peoples,35-39,M,3
Southland,European/Maori/Asian,35-39,M,3
Southland,European/Maori/Other Ethnicity,35-39,F,3
Southland,Not Elsewhere Included,35-39,M,117
Southland,Not Elsewhere Included,35-39,F,117
Area Outside,European,35-39,F,9
Area Outside,European/Maori,35-39,F,6
Northland,European,40-44,M,2550
Northland,European,40-44,F,3009
Northland,Maori,40-44,M,846
Northland,Maori,40-44,F,837
Northland,Pacific Peoples,40-44,M,60
Northland,Pacific Peoples,40-44,F,48
Northland,Asian,40-44,M,132
Northland,Asian,40-44,F,204
Northland,MELAA,40-44,M,18
Northland,MELAA,40-44,F,18
Northland,Other,40-44,M,102
Northland,Other,40-44,F,84
Northland,European/Maori,40-44,M,354
Northland,European/Maori,40-44,F,585
Northland,European/Pacific Peoples,40-44,M,24
Northland,European/Pacific Peoples,40-44,F,36
Northland,European/Asian,40-44,M,3
Northland,European/Asian,40-44,F,3
Northland,European/MELAA,40-44,M,3
Northland,European/MELAA,40-44,F,3
Northland,European/Other Ethnicity,40-44,M,9
Northland,European/Other Ethnicity,40-44,F,6
Northland,Maori/Pacific Peoples,40-44,M,9
Northland,Maori/Pacific Peoples,40-44,F,12
