Area,Ethnic groups (detailed),Age group,Sex,Value,Flags
"Canterbury Region","Pacific Peoples/European/Middle Eastern/Latin American/African","55-59 Years","Male",0,
"Canterbury Region","Pacific Peoples/European/Middle Eastern/Latin American/African","55-59 Years","Female",0,
"Canterbury Region","Pacific Peoples/European/Other Ethnicity","55-59 Years","Male",0,
"Canterbury Region","Pacific Peoples/European/Other Ethnicity","55-59 Years","Female",0,
"Canterbury Region","Asian/Middle Eastern/Latin American/African/European","55-59 Years","Male",0,
"Canterbury Region","Asian/Middle Eastern/Latin American/African/European","55-59 Years","Female",0,
"Canterbury Region","Asian/European/Other Ethnicity","55-59 Years","Male",0,
"Canterbury Region","Asian/European/Other Ethnicity","55-59 Years","Female",0,
"Canterbury Region","Maori/Pacific Peoples/Asian","55-59 Years","Male",0,
"Canterbury Region","Maori/Pacific Peoples/Asian","55-59 Years","Female",0,
"Canterbury Region","Maori/Pacific Peoples/Middle Eastern/Latin American/African","55-59 Years","Male",0,
"Canterbury Region","Maori/Pacific Peoples/Middle Eastern/Latin American/African","55-59 Years","Female",0,
"Canterbury Region","Maori/Asian/Middle Eastern/Latin American/African","55-59 Years","Male",0,
"Canterbury Region","Maori/Asian/Middle Eastern/Latin American/African","55-59 Years","Female",0,
"Canterbury Region","Maori/Asian/Other Ethnicity","55-59 Years","Male",0,
"Canterbury Region","Maori/Asian/Other Ethnicity","55-59 Years","Female",0,
"Canterbury Region","Maori/Middle Eastern/Latin American/African/Other Ethnicity","55-59 Years","Male",0,
"Canterbury Region","Maori/Middle Eastern/Latin American/African/Other Ethnicity","55-59 Years","Female",0,
"Canterbury Region","Pacific Peoples/Maori/Other Ethnicity","55-59 Years","Male",0,
"Canterbury Region","Pacific Peoples/Maori/Other Ethnicity","55-59 Years","Female",0,
"Canterbury Region","Pacific Peoples/Middle Eastern/Latin American/African/Other Ethnicity","55-59 Years","Male",0,
"Canterbury Region","Pacific Peoples/Middle Eastern/Latin American/African/Other Ethnicity","55-59 Years","Female",0,
"Canterbury Region","Asian/Pacific Peoples/Middle Eastern/Latin American/African","55-59 Years","Male",0,
"Canterbury Region","Asian/Pacific Peoples/Middle Eastern/Latin American/African","55-59 Years","Female",0,
"Canterbury Region","Asian/Pacific Peoples/Other Ethnicity","55-59 Years","Male",0,
"Canterbury Region","Asian/Pacific Peoples/Other Ethnicity","55-59 Years","Female",0,
"Canterbury Region","Asian/Middle Eastern/Latin American/African/Other Ethnicity","55-59 Years","Male",0,
"Canterbury Region","Asian/Middle Eastern/Latin American/African/Other Ethnicity","55-59 Years","Female",0,
"Canterbury Region","Four ethnic groups","55-59 Years","Male",0,
"Canterbury Region","Four ethnic groups","55-59 Years","Female",3,
"Canterbury Region","Five ethnic groups","55-59 Years","Male",0,
"Canterbury Region","Five ethnic groups","55-59 Years","Female",0,
"Canterbury Region","Six ethnic groups","55-59 Years","Male",0,
"Canterbury Region","Six ethnic groups","55-59 Years","Female",0,
"Canterbury Region","Not Elsewhere Included","55-59 Years","Male",669,
"Canterbury Region","Not Elsewhere Included","55-59 Years","Female",711,
"Otago Region","European Only","55-59 Years","Male",5604,
"Otago Region","European Only","55-59 Years","Female",5559,
"Otago Region","Maori Only","55-59 Years","Male",135,
"Otago Region","Maori Only","55-59 Years","Female",99,
"Otago Region","Pacific Peoples Only","55-59 Years","Male",54,
"Otago Region","Pacific Peoples Only","55-59 Years","Female",33,
"Otago Region","Asian Only","55-59 Years","Male",126,
"Otago Region","Asian Only","55-59 Years","Female",180,
"Otago Region","Middle Eastern/Latin American/African Only","55-59 Years","Male",12,
"Otago Region","Middle Eastern/Latin American/African Only","55-59 Years","Female",18,
"Otago Region","Other Ethnicity Only","55-59 Years","Male",177,
"Otago Region","Other Ethnicity Only","55-59 Years","Female",135,
"Otago Region","European/Maori","55-59 Years","Male",108,
"Otago Region","European/Maori","55-59 Years","Female",138,
"Otago Region","European/Pacific Peoples","55-59 Years","Male",6,
"Otago Region","European/Pacific Peoples","55-59 Years","Female",6,
"Otago Region","European/Asian","55-59 Years","Male",3,
"Otago Region","European/Asian","55-59 Years","Female",3,
"Otago Region","European/Middle Eastern/Latin American/African","55-59 Years","Male",3,
"Otago Region","European/Middle Eastern/Latin American/African","55-59 Years","Female",3,
"Otago Region","European/Other Ethnicity","55-59 Years","Male",12,
"Otago Region","European/Other Ethnicity","55-59 Years","Female",15,
"Otago Region","Maori/Pacific Peoples","55-59 Years","Male",3,
"Otago Region","Maori/Pacific Peoples","55-59 Years","Female",0,
"Otago Region","Maori/Asian","55-59 Years","Male",0,
"Otago Region","Maori/Asian","55-59 Years","Female",0,
"Otago Region","Maori/Middle Eastern/Latin American/African","55-59 Years","Male",0,
"Otago Region","Maori/Middle Eastern/Latin American/African","55-59 Years","Female",0,
"Otago Region","Maori/Other Ethnicity","55-59 Years","Male",0,
"Otago Region","Maori/Other Ethnicity","55-59 Years","Female",3,
"Otago Region","Pacific Peoples/Asian","55-59 Years","Male",3,
"Otago Region","Pacific Peoples/Asian","55-59 Years","Female",3,
"Otago Region","Pacific Peoples/Middle Eastern/Latin American/African","55-59 Years","Male",0,
"Otago Region","Pacific Peoples/Middle Eastern/Latin American/African","55-59 Years","Female",0,
"Otago Region","Pacific Peoples/Other Ethnicity","55-59 Years","Male",0,
"Otago Region","Pacific Peoples/Other Ethnicity","55-59 Years","Female",0,
"Otago Region","Asian/Middle Eastern/Latin American/African","55-59 Years","Male",0,
"Otago Region","Asian/Middle Eastern/Latin American/African","55-59 Years","Female",0,
"Otago Region","Asian/Other Ethnicity","55-59 Years","Male",0,
"Otago Region","Asian/Other Ethnicity","55-59 Years","Female",0,
"Otago Region","Middle Eastern/Latin American/African/Other Ethnicity","55-59 Years","Male",0,
"Otago Region","Middle Eastern/Latin American/African/Other Ethnicity","55-59 Years","Female",0,
"Otago Region","European/Maori/Pacific Peoples","55-59 Years","Male",0,
"Otago Region","European/Maori/Pacific Peoples","55-59 Years","Female",3,
"Otago Region","European/Maori/Asian","55-59 Years","Male",0,
"Otago Region","European/Maori/Asian","55-59 Years","Female",3,
"Otago Region","European/Maori/Middle Eastern/Latin American/African","55-59 Years","Male",0,
"Otago Region","European/Maori/Middle Eastern/Latin American/African","55-59 Years","Female",0,
"Otago Region","European/Maori/Other Ethnicity","55-59 Years","Male",0,
"Otago Region","European/Maori/Other Ethnicity","55-59 Years","Female",0,
"Otago Region","European/Middle Eastern/Latin American/African/Other Ethnicity","55-59 Years","Male",0,
"Otago Region","European/Middle Eastern/Latin American/African/Other Ethnicity","55-59 Years","Female",0,
"Otago Region","Pacific Peoples/European/Asian","55-59 Years","Male",0,
"Otago Region","Pacific Peoples/European/Asian","55-59 Years","Female",0,
"Otago Region","Pacific Peoples/European/Middle Eastern/Latin American/African","55-59 Years","Male",0,
"Otago Region","Pacific Peoples/European/Middle Eastern/Latin American/African","55-59 Years","Female",0,
"Otago Region","Pacific Peoples/European/Other Ethnicity","55-59 Years","Male",0,
"Otago Region","Pacific Peoples/European/Other Ethnicity","55-59 Years","Female",0,
"Otago Region","Asian/Middle Eastern/Latin American/African/European","55-59 Years","Male",0,
"Otago Region","Asian/Middle Eastern/Latin American/African/European","55-59 Years","Female",0,
"Otago Region","Asian/European/Other Ethnicity","55-59 Years","Male",0,
"Otago Region","Asian/European/Other Ethnicity","55-59 Years","Female",0,
"Otago Region","Maori/Pacific Peoples/Asian","55-59 Years","Male",0,
"Otago Region","Maori/Pacific Peoples/Asian","55-59 Years","Female",0,
"Otago Region","Maori/Pacific Peoples/Middle Eastern/Latin American/African","55-59 Years","Male",0,
"Otago Region","Maori/Pacific Peoples/Middle Eastern/Latin American/African","55-59 Years","Female",0,
"Otago Region","Maori/Asian/Middle Eastern/Latin American/African","55-59 Years","Male",0,
"Otago Region","Maori/Asian/Middle Eastern/Latin American/African","55-59 Years","Female",0,
"Otago Region","Maori/Asian/Other Ethnicity","55-59 Years","Male",0,
"Otago Region","Maori/Asian/Other Ethnicity","55-59 Years","Female",0,
"Otago Region","Maori/Middle Eastern/Latin American/African/Other Ethnicity","55-59 Years","Male",0,
"Otago Region","Maori/Middle Eastern/Latin American/African/Other Ethnicity","55-59 Years","Female",0,
"Otago Region","Pacific Peoples/Maori/Other Ethnicity","55-59 Years","Male",0,
"Otago Region","Pacific Peoples/Maori/Other Ethnicity","55-59 Years","Female",0,
"Otago Region","Pacific Peoples/Middle Eastern/Latin American/African/Other Ethnicity","55-59 Years","Male",0,
"Otago Region","Pacific Peoples/Middle Eastern/Latin American/African/Other Ethnicity","55-59 Years","Female",0,
"Otago Region","Asian/Pacific Peoples/Middle Eastern/Latin American/African","55-59 Years","Male",0,
"Otago Region","Asian/Pacific Peoples/Middle Eastern/Latin American/African","55-59 Years","Female",0,
"Otago Region","Asian/Pacific Peoples/Other Ethnicity","55-59 Years","Male",0,
"Otago Region","Asian/Pacific Peoples/Other Ethnicity","55-59 Years","Female",0,
"Otago Region","Asian/Middle Eastern/Latin American/African/Other Ethnicity","55-59 Years","Male",0,
"Otago Region","Asian/Middle Eastern/Latin American/African/Other Ethnicity","55-59 Years","Female",0,
"Otago Region","Four ethnic groups","55-59 Years","Male",0,
"Otago Region","Four ethnic groups","55-59 Years","Female",0,
"Otago Region","Five ethnic groups","55-59 Years","Male",0,
"Otago Region","Five ethnic groups","55-59 Years","Female",0,
"Otago Region","Six ethnic groups","55-59 Years","Male",0,
"Otago Region","Six ethnic groups","55-59 Years","Female",0,
"Otago Region","Not Elsewhere Included","55-59 Years","Male",318,
"Otago Region","Not Elsewhere Included","55-59 Years","Female",303,
"Southland Region","European Only","55-59 Years","Male",2577,
"Southland Region","European Only","55-59 Years","Female",2604,
"Southland Region","Maori Only","55-59 Years","Male",135,
"Southland Region","Maori Only","55-59 Years","Female",108,
"Southland Region","Pacific Peoples Only","55-59 Years","Male",30,
"Southland Region","Pacific Peoples Only","55-59 Years","Female",15,
"Southland Region","Asian Only","55-59 Years","Male",27,
"Southland Region","Asian Only","55-59 Years","Female",42,
"Southland Region","Middle Eastern/Latin American/African Only","55-59 Years","Male",3,
"Southland Region","Middle Eastern/Latin American/African Only","55-59 Years","Female",3,
"Southland Region","Other Ethnicity Only","55-59 Years","Male",84,
"Southland Region","Other Ethnicity Only","55-59 Years","Female",48,
"Southland Region","European/Maori","55-59 Years","Male",111,
"Southland Region","European/Maori","55-59 Years","Female",123,
"Southland Region","European/Pacific Peoples","55-59 Years","Male",6,
"Southland Region","European/Pacific Peoples","55-59 Years","Female",6,
"Southland Region","European/Asian","55-59 Years","Male",3,
"Southland Region","European/Asian","55-59 Years","Female",0,
"Southland Region","European/Middle Eastern/Latin American/African","55-59 Years","Male",0,
"Southland Region","European/Middle Eastern/Latin American/African","55-59 Years","Female",3,
"Southland Region","European/Other Ethnicity","55-59 Years","Male",3,
"Southland Region","European/Other Ethnicity","55-59 Years","Female",3,
"Southland Region","Maori/Pacific Peoples","55-59 Years","Male",0,
"Southland Region","Maori/Pacific Peoples","55-59 Years","Female",0,
"Southland Region","Maori/Asian","55-59 Years","Male",0,
"Southland Region","Maori/Asian","55-59 Years","Female",0,
"Southland Region","Maori/Middle Eastern/Latin American/African","55-59 Years","Male",0,
"Southland Region","Maori/Middle Eastern/Latin American/African","55-59 Years","Female",0,
"Southland Region","Maori/Other Ethnicity","55-59 Years","Male",0,
"Southland Region","Maori/Other Ethnicity","55-59 Years","Female",3,
"Southland Region","Pacific Peoples/Asian","55-59 Years","Male",0,
"Southland Region","Pacific Peoples/Asian","55-59 Years","Female",0,
"Southland Region","Pacific Peoples/Middle Eastern/Latin American/African","55-59 Years","Male",0,
"Southland Region","Pacific Peoples/Middle Eastern/Latin American/African","55-59 Years","Female",0,
"Southland Region","Pacific Peoples/Other Ethnicity","55-59 Years","Male",0,
"Southland Region","Pacific Peoples/Other Ethnicity","55-59 Years","Female",0,
"Southland Region","Asian/Middle Eastern/Latin American/African","55-59 Years","Male",0,
"Southland Region","Asian/Middle Eastern/Latin American/African","55-59 Years","Female",0,
"Southland Region","Asian/Other Ethnicity","55-59 Years","Male",0,
"Southland Region","Asian/Other Ethnicity","55-59 Years","Female",3,
"Southland Region","Middle Eastern/Latin American/African/Other Ethnicity","55-59 Years","Male",0,
"Southland Region","Middle Eastern/Latin American/African/Other Ethnicity","55-59 Years","Female",0,
"Southland Region","European/Maori/Pacific Peoples","55-59 Years","Male",0,
"Southland Region","European/Maori/Pacific Peoples","55-59 Years","Female",0,
"Southland Region","European/Maori/Asian","55-59 Years","Male",0,
"Southland Region","European/Maori/Asian","55-59 Years","Female",0,
"Southland Region","European/Maori/Middle Eastern/Latin American/African","55-59 Years","Male",0,
"Southland Region","European/Maori/Middle Eastern/Latin American/African","55-59 Years","Female",0,
"Southland Region","European/Maori/Other Ethnicity","55-59 Years","Male",0,
"Southland Region","European/Maori/Other Ethnicity","55-59 Years","Female",3,
"Southland Region","European/Middle Eastern/Latin American/African/Other Ethnicity","55-59 Years","Male",0,
"Southland Region","European/Middle Eastern/Latin American/African/Other Ethnicity","55-59 Years","Female",0,
"Southland Region","Pacific Peoples/European/Asian","55-59 Years","Male",0,
"Southland Region","Pacific Peoples/European/Asian","55-59 Years","Female",0,
"Southland Region","Pacific Peoples/European/Middle Eastern/Latin American/African","55-59 Years","Male",0,
"Southland Region","Pacific Peoples/European/Middle Eastern/Latin American/African","55-59 Years","Female",0,
"Southland Region","Pacific Peoples/European/Other Ethnicity","55-59 Years","Male",0,
